id,name,label,city_municipality_name,province_id
1012,Barlig,"Barlig, Mountain Province",Barlig,50
1013,Bauko,"Bauko, Mountain Province",Bauko,50
1014,Besao,"Besao, Mountain Province",Besao,50
1015,Bontoc,"Bontoc, Mountain Province",Bontoc,50
1016,Natonin,"Natonin, Mountain Province",Natonin,50
1017,Paracelis,"Paracelis, Mountain Province",Paracelis,50
1018,Sabangan,"Sabangan, Mountain Province",Sabangan,50
1019,Sadanga,"Sadanga, Mountain Province",Sadanga,50
1020,Sagada,"Sagada, Mountain Province",Sagada,50
1021,Tadian,"Tadian, Mountain Province",Tadian,50
592,Aguinaldo,"Aguinaldo, Ifugao",Aguinaldo,33
593,Alfonso Lista (Potia),"Alfonso Lista (Potia), Ifugao",Alfonso Lista (Potia),33
594,Asipulo,"Asipulo, Ifugao",Asipulo,33
595,Banaue,"Banaue, Ifugao",Banaue,33
596,Hingyon,"Hingyon, Ifugao",Hingyon,33
597,Hungduan,"Hungduan, Ifugao",Hungduan,33
598,Kiangan,"Kiangan, Ifugao",Kiangan,33
599,Lagawe,"Lagawe, Ifugao",Lagawe,33
600,Lamut,"Lamut, Ifugao",Lamut,33
601,Mayoyao,"Mayoyao, Ifugao",Mayoyao,33
602,Tinoc,"Tinoc, Ifugao",Tinoc,33
187,Atok,"Atok, Benguet",Atok,13
188,Baguio,"Baguio, Benguet",Baguio,13
189,Bakun,"Bakun, Benguet",Bakun,13
190,Bokod,"Bokod, Benguet",Bokod,13
191,Buguias,"Buguias, Benguet",Buguias,13
192,Itogon,"Itogon, Benguet",Itogon,13
193,Kabayan,"Kabayan, Benguet",Kabayan,13
194,Kapangan,"Kapangan, Benguet",Kapangan,13
195,Kibungan,"Kibungan, Benguet",Kibungan,13
196,La Trinidad,"La Trinidad, Benguet",La Trinidad,13
197,Mankayan,"Mankayan, Benguet",Mankayan,13
198,Sablan,"Sablan, Benguet",Sablan,13
199,Tuba,"Tuba, Benguet",Tuba,13
200,Tublay,"Tublay, Benguet",Tublay,13
1,Bangued,"Bangued, Abra",Bangued,1
2,Boliney,"Boliney, Abra",Boliney,1
3,Bucay,"Bucay, Abra",Bucay,1
4,Bucloc,"Bucloc, Abra",Bucloc,1
5,Daguioman,"Daguioman, Abra",Daguioman,1
6,Danglas,"Danglas, Abra",Danglas,1
7,Dolores,"Dolores, Abra",Dolores,1
8,La Paz,"La Paz, Abra",La Paz,1
9,Lacub,"Lacub, Abra",Lacub,1
10,Lagangilang,"Lagangilang, Abra",Lagangilang,1
11,Lagayan,"Lagayan, Abra",Lagayan,1
12,Langiden,"Langiden, Abra",Langiden,1
13,Licuan-Baay (Licuan),"Licuan-Baay (Licuan), Abra",Licuan-Baay (Licuan),1
14,Luba,"Luba, Abra",Luba,1
15,Malibcong,"Malibcong, Abra",Malibcong,1
16,Manabo,"Manabo, Abra",Manabo,1
17,Peñarrubia,"Peñarrubia, Abra",Peñarrubia,1
18,Pidigan,"Pidigan, Abra",Pidigan,1
19,Pilar,"Pilar, Abra",Pilar,1
20,Sallapadan,"Sallapadan, Abra",Sallapadan,1
21,San Isidro,"San Isidro, Abra",San Isidro,1
22,San Juan,"San Juan, Abra",San Juan,1
23,San Quintin,"San Quintin, Abra",San Quintin,1
24,Tayum,"Tayum, Abra",Tayum,1
25,Tineg,"Tineg, Abra",Tineg,1
26,Tubo,"Tubo, Abra",Tubo,1
27,Villaviciosa,"Villaviciosa, Abra",Villaviciosa,1
107,Calanasan,"Calanasan, Apayao",Calanasan,7
108,Conner,"Conner, Apayao",Conner,7
109,Flora,"Flora, Apayao",Flora,7
110,Kabugao,"Kabugao, Apayao",Kabugao,7
111,Luna,"Luna, Apayao",Luna,7
112,Pudtol,"Pudtol, Apayao",Pudtol,7
113,Santa Marcela,"Santa Marcela, Apayao",Santa Marcela,7
741,Balbalan,"Balbalan, Kalinga",Balbalan,38
742,Lubuagan,"Lubuagan, Kalinga",Lubuagan,38
743,Pasil,"Pasil, Kalinga",Pasil,38
744,Pinukpuk,"Pinukpuk, Kalinga",Pinukpuk,38
745,Rizal (Liwan),"Rizal (Liwan), Kalinga",Rizal (Liwan),38
746,Tabuk,"Tabuk, Kalinga",Tabuk,38
747,Tanudan,"Tanudan, Kalinga",Tanudan,38
748,Tinglayan,"Tinglayan, Kalinga",Tinglayan,38
749,Agoo,"Agoo, La Union",Agoo,39
750,Aringay,"Aringay, La Union",Aringay,39
751,Bacnotan,"Bacnotan, La Union",Bacnotan,39
752,Bagulin,"Bagulin, La Union",Bagulin,39
753,Balaoan,"Balaoan, La Union",Balaoan,39
754,Bangar,"Bangar, La Union",Bangar,39
755,Bauang,"Bauang, La Union",Bauang,39
756,Burgos,"Burgos, La Union",Burgos,39
757,Caba,"Caba, La Union",Caba,39
758,Luna,"Luna, La Union",Luna,39
759,Naguilian,"Naguilian, La Union",Naguilian,39
760,Pugo,"Pugo, La Union",Pugo,39
761,Rosario,"Rosario, La Union",Rosario,39
762,San Fernando,"San Fernando, La Union",San Fernando,39
763,San Gabriel,"San Gabriel, La Union",San Gabriel,39
764,San Juan,"San Juan, La Union",San Juan,39
765,Santo Tomas,"Santo Tomas, La Union",Santo Tomas,39
766,Santol,"Santol, La Union",Santol,39
767,Sudipen,"Sudipen, La Union",Sudipen,39
768,Tubao,"Tubao, La Union",Tubao,39
603,Adams,"Adams, Ilocos Norte",Adams,34
604,Bacarra,"Bacarra, Ilocos Norte",Bacarra,34
605,Badoc,"Badoc, Ilocos Norte",Badoc,34
606,Bangui,"Bangui, Ilocos Norte",Bangui,34
607,Banna (Espiritu),"Banna (Espiritu), Ilocos Norte",Banna (Espiritu),34
608,Batac,"Batac, Ilocos Norte",Batac,34
609,Burgos,"Burgos, Ilocos Norte",Burgos,34
610,Carasi,"Carasi, Ilocos Norte",Carasi,34
611,Currimao,"Currimao, Ilocos Norte",Currimao,34
612,Dingras,"Dingras, Ilocos Norte",Dingras,34
613,Dumalneg,"Dumalneg, Ilocos Norte",Dumalneg,34
614,Laoag,"Laoag, Ilocos Norte",Laoag,34
615,Marcos,"Marcos, Ilocos Norte",Marcos,34
616,Nueva Era,"Nueva Era, Ilocos Norte",Nueva Era,34
617,Pagudpud,"Pagudpud, Ilocos Norte",Pagudpud,34
618,Paoay,"Paoay, Ilocos Norte",Paoay,34
619,Pasuquin,"Pasuquin, Ilocos Norte",Pasuquin,34
620,Piddig,"Piddig, Ilocos Norte",Piddig,34
621,Pinili,"Pinili, Ilocos Norte",Pinili,34
622,San Nicolas,"San Nicolas, Ilocos Norte",San Nicolas,34
623,Sarrat,"Sarrat, Ilocos Norte",Sarrat,34
624,Solsona,"Solsona, Ilocos Norte",Solsona,34
625,Vintar,"Vintar, Ilocos Norte",Vintar,34
626,Alilem,"Alilem, Ilocos Sur",Alilem,35
627,Banayoyo,"Banayoyo, Ilocos Sur",Banayoyo,35
628,Bantay,"Bantay, Ilocos Sur",Bantay,35
629,Burgos,"Burgos, Ilocos Sur",Burgos,35
630,Cabugao,"Cabugao, Ilocos Sur",Cabugao,35
631,Candon,"Candon, Ilocos Sur",Candon,35
632,Caoayan,"Caoayan, Ilocos Sur",Caoayan,35
633,Cervantes,"Cervantes, Ilocos Sur",Cervantes,35
634,Galimuyod,"Galimuyod, Ilocos Sur",Galimuyod,35
635,Gregorio del Pilar (Concepcion),"Gregorio del Pilar (Concepcion), Ilocos Sur",Gregorio del Pilar (Concepcion),35
636,Lidlidda,"Lidlidda, Ilocos Sur",Lidlidda,35
637,Magsingal,"Magsingal, Ilocos Sur",Magsingal,35
638,Nagbukel,"Nagbukel, Ilocos Sur",Nagbukel,35
639,Narvacan,"Narvacan, Ilocos Sur",Narvacan,35
640,Quirino (Angkaki),"Quirino (Angkaki), Ilocos Sur",Quirino (Angkaki),35
641,Salcedo (Baugen),"Salcedo (Baugen), Ilocos Sur",Salcedo (Baugen),35
642,San Emilio,"San Emilio, Ilocos Sur",San Emilio,35
643,San Esteban,"San Esteban, Ilocos Sur",San Esteban,35
644,San Ildefonso,"San Ildefonso, Ilocos Sur",San Ildefonso,35
645,San Juan (Lapog),"San Juan (Lapog), Ilocos Sur",San Juan (Lapog),35
646,San Vicente,"San Vicente, Ilocos Sur",San Vicente,35
647,Santa,"Santa, Ilocos Sur",Santa,35
648,Santa Catalina,"Santa Catalina, Ilocos Sur",Santa Catalina,35
649,Santa Cruz,"Santa Cruz, Ilocos Sur",Santa Cruz,35
650,Santa Lucia,"Santa Lucia, Ilocos Sur",Santa Lucia,35
651,Santa Maria,"Santa Maria, Ilocos Sur",Santa Maria,35
652,Santiago,"Santiago, Ilocos Sur",Santiago,35
653,Santo Domingo,"Santo Domingo, Ilocos Sur",Santo Domingo,35
654,Sigay,"Sigay, Ilocos Sur",Sigay,35
655,Sinait,"Sinait, Ilocos Sur",Sinait,35
656,Sugpon,"Sugpon, Ilocos Sur",Sugpon,35
657,Suyo,"Suyo, Ilocos Sur",Suyo,35
658,Tagudin,"Tagudin, Ilocos Sur",Tagudin,35
659,Vigan,"Vigan, Ilocos Sur",Vigan,35
1239,Agno,"Agno, Pangasinan",Agno,60
1240,Aguilar,"Aguilar, Pangasinan",Aguilar,60
1241,Alaminos,"Alaminos, Pangasinan",Alaminos,60
1242,Alcala,"Alcala, Pangasinan",Alcala,60
1243,Anda,"Anda, Pangasinan",Anda,60
1244,Asingan,"Asingan, Pangasinan",Asingan,60
1245,Balungao,"Balungao, Pangasinan",Balungao,60
1246,Bani,"Bani, Pangasinan",Bani,60
1247,Basista,"Basista, Pangasinan",Basista,60
1248,Bautista,"Bautista, Pangasinan",Bautista,60
1249,Bayambang,"Bayambang, Pangasinan",Bayambang,60
1250,Binalonan,"Binalonan, Pangasinan",Binalonan,60
1251,Binmaley,"Binmaley, Pangasinan",Binmaley,60
1252,Bolinao,"Bolinao, Pangasinan",Bolinao,60
1253,Bugallon,"Bugallon, Pangasinan",Bugallon,60
1254,Burgos,"Burgos, Pangasinan",Burgos,60
1255,Calasiao,"Calasiao, Pangasinan",Calasiao,60
1256,Dagupan,"Dagupan, Pangasinan",Dagupan,60
1257,Dasol,"Dasol, Pangasinan",Dasol,60
1258,Infanta,"Infanta, Pangasinan",Infanta,60
1259,Labrador,"Labrador, Pangasinan",Labrador,60
1260,Laoac,"Laoac, Pangasinan",Laoac,60
1261,Lingayen,"Lingayen, Pangasinan",Lingayen,60
1262,Mabini,"Mabini, Pangasinan",Mabini,60
1263,Malasiqui,"Malasiqui, Pangasinan",Malasiqui,60
1264,Manaoag,"Manaoag, Pangasinan",Manaoag,60
1265,Mangaldan,"Mangaldan, Pangasinan",Mangaldan,60
1266,Mangatarem,"Mangatarem, Pangasinan",Mangatarem,60
1267,Mapandan,"Mapandan, Pangasinan",Mapandan,60
1268,Natividad,"Natividad, Pangasinan",Natividad,60
1269,Pozorrubio,"Pozorrubio, Pangasinan",Pozorrubio,60
1270,Rosales,"Rosales, Pangasinan",Rosales,60
1271,San Carlos,"San Carlos, Pangasinan",San Carlos,60
1272,San Fabian,"San Fabian, Pangasinan",San Fabian,60
1273,San Jacinto,"San Jacinto, Pangasinan",San Jacinto,60
1274,San Manuel,"San Manuel, Pangasinan",San Manuel,60
1275,San Nicolas,"San Nicolas, Pangasinan",San Nicolas,60
1276,San Quintin,"San Quintin, Pangasinan",San Quintin,60
1277,Santa Barbara,"Santa Barbara, Pangasinan",Santa Barbara,60
1278,Santa Maria,"Santa Maria, Pangasinan",Santa Maria,60
1279,Santo Tomas,"Santo Tomas, Pangasinan",Santo Tomas,60
1280,Sison,"Sison, Pangasinan",Sison,60
1281,Sual,"Sual, Pangasinan",Sual,60
1282,Tayug,"Tayug, Pangasinan",Tayug,60
1283,Umingan,"Umingan, Pangasinan",Umingan,60
1284,Urbiztondo,"Urbiztondo, Pangasinan",Urbiztondo,60
1285,Urdaneta,"Urdaneta, Pangasinan",Urdaneta,60
1286,Villasis,"Villasis, Pangasinan",Villasis,60
1152,Alfonso Castañeda,"Alfonso Castañeda, Nueva Vizcaya",Alfonso Castañeda,55
1153,Ambaguio,"Ambaguio, Nueva Vizcaya",Ambaguio,55
1154,Aritao,"Aritao, Nueva Vizcaya",Aritao,55
1155,Bagabag,"Bagabag, Nueva Vizcaya",Bagabag,55
1156,Bambang,"Bambang, Nueva Vizcaya",Bambang,55
1157,Bayombong,"Bayombong, Nueva Vizcaya",Bayombong,55
1158,Diadi,"Diadi, Nueva Vizcaya",Diadi,55
1159,Dupax del Norte,"Dupax del Norte, Nueva Vizcaya",Dupax del Norte,55
1160,Dupax del Sur,"Dupax del Sur, Nueva Vizcaya",Dupax del Sur,55
1161,Kasibu,"Kasibu, Nueva Vizcaya",Kasibu,55
1162,Kayapa,"Kayapa, Nueva Vizcaya",Kayapa,55
1163,Quezon,"Quezon, Nueva Vizcaya",Quezon,55
1164,Santa Fe (Imugan),"Santa Fe (Imugan), Nueva Vizcaya",Santa Fe (Imugan),55
1165,Solano,"Solano, Nueva Vizcaya",Solano,55
1166,Villaverde (Ibung),"Villaverde (Ibung), Nueva Vizcaya",Villaverde (Ibung),55
303,Abulug,"Abulug, Cagayan",Abulug,18
304,Alcala,"Alcala, Cagayan",Alcala,18
305,Allacapan,"Allacapan, Cagayan",Allacapan,18
306,Amulung,"Amulung, Cagayan",Amulung,18
307,Aparri,"Aparri, Cagayan",Aparri,18
308,Baggao,"Baggao, Cagayan",Baggao,18
309,Ballesteros,"Ballesteros, Cagayan",Ballesteros,18
310,Buguey,"Buguey, Cagayan",Buguey,18
311,Calayan,"Calayan, Cagayan",Calayan,18
312,Camalaniugan,"Camalaniugan, Cagayan",Camalaniugan,18
313,Claveria,"Claveria, Cagayan",Claveria,18
314,Enrile,"Enrile, Cagayan",Enrile,18
315,Gattaran,"Gattaran, Cagayan",Gattaran,18
316,Gonzaga,"Gonzaga, Cagayan",Gonzaga,18
317,Iguig,"Iguig, Cagayan",Iguig,18
318,Lal-lo,"Lal-lo, Cagayan",Lal-lo,18
319,Lasam,"Lasam, Cagayan",Lasam,18
320,Pamplona,"Pamplona, Cagayan",Pamplona,18
321,Peñablanca,"Peñablanca, Cagayan",Peñablanca,18
322,Piat,"Piat, Cagayan",Piat,18
323,Rizal,"Rizal, Cagayan",Rizal,18
324,Sanchez-Mira,"Sanchez-Mira, Cagayan",Sanchez-Mira,18
325,Santa Ana,"Santa Ana, Cagayan",Santa Ana,18
326,Santa Praxedes,"Santa Praxedes, Cagayan",Santa Praxedes,18
327,Santa Teresita,"Santa Teresita, Cagayan",Santa Teresita,18
328,Santo Niño (Faire),"Santo Niño (Faire), Cagayan",Santo Niño (Faire),18
329,Solana,"Solana, Cagayan",Solana,18
330,Tuao,"Tuao, Cagayan",Tuao,18
331,Tuguegarao,"Tuguegarao, Cagayan",Tuguegarao,18
704,Alicia,"Alicia, Isabela",Alicia,37
705,Angadanan,"Angadanan, Isabela",Angadanan,37
706,Aurora,"Aurora, Isabela",Aurora,37
707,Benito Soliven,"Benito Soliven, Isabela",Benito Soliven,37
708,Burgos,"Burgos, Isabela",Burgos,37
709,Cabagan,"Cabagan, Isabela",Cabagan,37
710,Cabatuan,"Cabatuan, Isabela",Cabatuan,37
711,Cauayan,"Cauayan, Isabela",Cauayan,37
712,Cordon,"Cordon, Isabela",Cordon,37
713,Delfin Albano (Magsaysay),"Delfin Albano (Magsaysay), Isabela",Delfin Albano (Magsaysay),37
714,Dinapigue,"Dinapigue, Isabela",Dinapigue,37
715,Divilacan,"Divilacan, Isabela",Divilacan,37
716,Echague,"Echague, Isabela",Echague,37
717,Gamu,"Gamu, Isabela",Gamu,37
718,Ilagan,"Ilagan, Isabela",Ilagan,37
719,Jones,"Jones, Isabela",Jones,37
720,Luna,"Luna, Isabela",Luna,37
721,Maconacon,"Maconacon, Isabela",Maconacon,37
722,Mallig,"Mallig, Isabela",Mallig,37
723,Naguilian,"Naguilian, Isabela",Naguilian,37
724,Palanan,"Palanan, Isabela",Palanan,37
725,Quezon,"Quezon, Isabela",Quezon,37
726,Quirino,"Quirino, Isabela",Quirino,37
727,Ramon,"Ramon, Isabela",Ramon,37
728,Reina Mercedes,"Reina Mercedes, Isabela",Reina Mercedes,37
729,Roxas,"Roxas, Isabela",Roxas,37
730,San Agustin,"San Agustin, Isabela",San Agustin,37
731,San Guillermo,"San Guillermo, Isabela",San Guillermo,37
732,San Isidro,"San Isidro, Isabela",San Isidro,37
733,San Manuel (Callang),"San Manuel (Callang), Isabela",San Manuel (Callang),37
734,San Mariano,"San Mariano, Isabela",San Mariano,37
735,San Mateo,"San Mateo, Isabela",San Mateo,37
736,San Pablo,"San Pablo, Isabela",San Pablo,37
737,Santa Maria,"Santa Maria, Isabela",Santa Maria,37
738,Santiago,"Santiago, Isabela",Santiago,37
739,Santo Tomas,"Santo Tomas, Isabela",Santo Tomas,37
740,Tumauini,"Tumauini, Isabela",Tumauini,37
1328,Aglipay,"Aglipay, Quirino",Aglipay,62
1329,Cabarroguis,"Cabarroguis, Quirino",Cabarroguis,62
1330,Diffun,"Diffun, Quirino",Diffun,62
1331,Maddela,"Maddela, Quirino",Maddela,62
1332,Nagtipunan,"Nagtipunan, Quirino",Nagtipunan,62
1333,Saguday,"Saguday, Quirino",Saguday,62
147,Basco,"Basco, Batanes",Basco,11
148,Itbayat,"Itbayat, Batanes",Itbayat,11
149,Ivana,"Ivana, Batanes",Ivana,11
150,Mahatao,"Mahatao, Batanes",Mahatao,11
151,Sabtang,"Sabtang, Batanes",Sabtang,11
152,Uyugan,"Uyugan, Batanes",Uyugan,11
135,Abucay,"Abucay, Bataan",Abucay,10
136,Bagac,"Bagac, Bataan",Bagac,10
137,Balanga,"Balanga, Bataan",Balanga,10
138,Dinalupihan,"Dinalupihan, Bataan",Dinalupihan,10
139,Hermosa,"Hermosa, Bataan",Hermosa,10
140,Limay,"Limay, Bataan",Limay,10
141,Mariveles,"Mariveles, Bataan",Mariveles,10
142,Morong,"Morong, Bataan",Morong,10
143,Orani,"Orani, Bataan",Orani,10
144,Orion,"Orion, Bataan",Orion,10
145,Pilar,"Pilar, Bataan",Pilar,10
146,Samal,"Samal, Bataan",Samal,10
1550,Botolan,"Botolan, Zambales",Botolan,77
1551,Cabangan,"Cabangan, Zambales",Cabangan,77
1552,Candelaria,"Candelaria, Zambales",Candelaria,77
1553,Castillejos,"Castillejos, Zambales",Castillejos,77
1554,Iba,"Iba, Zambales",Iba,77
1555,Masinloc,"Masinloc, Zambales",Masinloc,77
1556,Olongapo,"Olongapo, Zambales",Olongapo,77
1557,Palauig,"Palauig, Zambales",Palauig,77
1558,San Antonio,"San Antonio, Zambales",San Antonio,77
1559,San Felipe,"San Felipe, Zambales",San Felipe,77
1560,San Marcelino,"San Marcelino, Zambales",San Marcelino,77
1561,San Narciso,"San Narciso, Zambales",San Narciso,77
1562,Santa Cruz,"Santa Cruz, Zambales",Santa Cruz,77
1563,Subic,"Subic, Zambales",Subic,77
1521,Anao,"Anao, Tarlac",Anao,75
1522,Bamban,"Bamban, Tarlac",Bamban,75
1523,Camiling,"Camiling, Tarlac",Camiling,75
1524,Capas,"Capas, Tarlac",Capas,75
1525,Concepcion,"Concepcion, Tarlac",Concepcion,75
1526,Gerona,"Gerona, Tarlac",Gerona,75
1527,La Paz,"La Paz, Tarlac",La Paz,75
1528,Mayantoc,"Mayantoc, Tarlac",Mayantoc,75
1529,Moncada,"Moncada, Tarlac",Moncada,75
1530,Paniqui,"Paniqui, Tarlac",Paniqui,75
1531,Pura,"Pura, Tarlac",Pura,75
1532,Ramos,"Ramos, Tarlac",Ramos,75
1533,San Clemente,"San Clemente, Tarlac",San Clemente,75
1534,San Jose,"San Jose, Tarlac",San Jose,75
1535,San Manuel,"San Manuel, Tarlac",San Manuel,75
1536,Santa Ignacia,"Santa Ignacia, Tarlac",Santa Ignacia,75
1537,Tarlac City,"Tarlac City, Tarlac",Tarlac City,75
1538,Victoria,"Victoria, Tarlac",Victoria,75
1217,Angeles,"Angeles, Pampanga",Angeles,59
1218,Apalit,"Apalit, Pampanga",Apalit,59
1219,Arayat,"Arayat, Pampanga",Arayat,59
1220,Bacolor,"Bacolor, Pampanga",Bacolor,59
1221,Candaba,"Candaba, Pampanga",Candaba,59
1222,Floridablanca,"Floridablanca, Pampanga",Floridablanca,59
1223,Guagua,"Guagua, Pampanga",Guagua,59
1224,Lubao,"Lubao, Pampanga",Lubao,59
1225,Mabalacat,"Mabalacat, Pampanga",Mabalacat,59
1226,Macabebe,"Macabebe, Pampanga",Macabebe,59
1227,Magalang,"Magalang, Pampanga",Magalang,59
1228,Masantol,"Masantol, Pampanga",Masantol,59
1229,Mexico,"Mexico, Pampanga",Mexico,59
1230,Minalin,"Minalin, Pampanga",Minalin,59
1231,Porac,"Porac, Pampanga",Porac,59
1232,San Fernando,"San Fernando, Pampanga",San Fernando,59
1233,San Luis,"San Luis, Pampanga",San Luis,59
1234,San Simon,"San Simon, Pampanga",San Simon,59
1235,Santa Ana,"Santa Ana, Pampanga",Santa Ana,59
1236,Santa Rita,"Santa Rita, Pampanga",Santa Rita,59
1237,Santo Tomas,"Santo Tomas, Pampanga",Santo Tomas,59
1238,Sasmuan,"Sasmuan, Pampanga",Sasmuan,59
279,Angat,"Angat, Bulacan",Angat,17
280,Balagtas (Bigaa),"Balagtas (Bigaa), Bulacan",Balagtas (Bigaa),17
281,Baliuag,"Baliuag, Bulacan",Baliuag,17
282,Bocaue,"Bocaue, Bulacan",Bocaue,17
283,Bulakan,"Bulakan, Bulacan",Bulakan,17
284,Bustos,"Bustos, Bulacan",Bustos,17
285,Calumpit,"Calumpit, Bulacan",Calumpit,17
286,Doña Remedios Trinidad,"Doña Remedios Trinidad, Bulacan",Doña Remedios Trinidad,17
287,Guiguinto,"Guiguinto, Bulacan",Guiguinto,17
288,Hagonoy,"Hagonoy, Bulacan",Hagonoy,17
289,Malolos,"Malolos, Bulacan",Malolos,17
290,Marilao,"Marilao, Bulacan",Marilao,17
291,Meycauayan,"Meycauayan, Bulacan",Meycauayan,17
292,Norzagaray,"Norzagaray, Bulacan",Norzagaray,17
293,Obando,"Obando, Bulacan",Obando,17
294,Pandi,"Pandi, Bulacan",Pandi,17
295,Paombong,"Paombong, Bulacan",Paombong,17
296,Plaridel,"Plaridel, Bulacan",Plaridel,17
297,Pulilan,"Pulilan, Bulacan",Pulilan,17
298,San Ildefonso,"San Ildefonso, Bulacan",San Ildefonso,17
299,San Jose del Monte,"San Jose del Monte, Bulacan",San Jose del Monte,17
300,San Miguel,"San Miguel, Bulacan",San Miguel,17
301,San Rafael,"San Rafael, Bulacan",San Rafael,17
302,Santa Maria,"Santa Maria, Bulacan",Santa Maria,17
1120,Aliaga,"Aliaga, Nueva Ecija",Aliaga,54
1121,Bongabon,"Bongabon, Nueva Ecija",Bongabon,54
1122,Cabanatuan,"Cabanatuan, Nueva Ecija",Cabanatuan,54
1123,Cabiao,"Cabiao, Nueva Ecija",Cabiao,54
1124,Carranglan,"Carranglan, Nueva Ecija",Carranglan,54
1125,Cuyapo,"Cuyapo, Nueva Ecija",Cuyapo,54
1126,Gabaldon (Bitulok & Sabani),"Gabaldon (Bitulok & Sabani), Nueva Ecija",Gabaldon (Bitulok & Sabani),54
1127,Gapan,"Gapan, Nueva Ecija",Gapan,54
1128,General Mamerto Natividad,"General Mamerto Natividad, Nueva Ecija",General Mamerto Natividad,54
1129,General Tinio (Papaya),"General Tinio (Papaya), Nueva Ecija",General Tinio (Papaya),54
1130,Guimba,"Guimba, Nueva Ecija",Guimba,54
1131,Jaen,"Jaen, Nueva Ecija",Jaen,54
1132,Laur,"Laur, Nueva Ecija",Laur,54
1133,Licab,"Licab, Nueva Ecija",Licab,54
1134,Llanera,"Llanera, Nueva Ecija",Llanera,54
1135,Lupao,"Lupao, Nueva Ecija",Lupao,54
1136,Muñoz,"Muñoz, Nueva Ecija",Muñoz,54
1137,Nampicuan,"Nampicuan, Nueva Ecija",Nampicuan,54
1138,Palayan,"Palayan, Nueva Ecija",Palayan,54
1139,Pantabangan,"Pantabangan, Nueva Ecija",Pantabangan,54
1140,Peñaranda,"Peñaranda, Nueva Ecija",Peñaranda,54
1141,Quezon,"Quezon, Nueva Ecija",Quezon,54
1142,Rizal,"Rizal, Nueva Ecija",Rizal,54
1143,San Antonio,"San Antonio, Nueva Ecija",San Antonio,54
1144,San Isidro,"San Isidro, Nueva Ecija",San Isidro,54
1145,San Jose,"San Jose, Nueva Ecija",San Jose,54
1146,San Leonardo,"San Leonardo, Nueva Ecija",San Leonardo,54
1147,Santa Rosa,"Santa Rosa, Nueva Ecija",Santa Rosa,54
1148,Santo Domingo,"Santo Domingo, Nueva Ecija",Santo Domingo,54
1149,Talavera,"Talavera, Nueva Ecija",Talavera,54
1150,Talugtug,"Talugtug, Nueva Ecija",Talugtug,54
1151,Zaragoza,"Zaragoza, Nueva Ecija",Zaragoza,54
114,Baler,"Baler, Aurora",Baler,8
115,Casiguran,"Casiguran, Aurora",Casiguran,8
116,Dilasag,"Dilasag, Aurora",Dilasag,8
117,Dinalungan,"Dinalungan, Aurora",Dinalungan,8
118,Dingalan,"Dingalan, Aurora",Dingalan,8
119,Dipaculao,"Dipaculao, Aurora",Dipaculao,8
120,Maria Aurora,"Maria Aurora, Aurora",Maria Aurora,8
121,San Luis,"San Luis, Aurora",San Luis,8
1334,Angono,"Angono, Rizal",Angono,63
1335,Antipolo,"Antipolo, Rizal",Antipolo,63
1336,Baras,"Baras, Rizal",Baras,63
1337,Binangonan,"Binangonan, Rizal",Binangonan,63
1338,Cainta,"Cainta, Rizal",Cainta,63
1339,Cardona,"Cardona, Rizal",Cardona,63
1340,Jalajala,"Jalajala, Rizal",Jalajala,63
1341,Morong,"Morong, Rizal",Morong,63
